episode,reward,length,loss,epsilon
890,152,153,10.7834,0.01
891,156,157,7.75707,0.01
892,155,156,9.51363,0.01
893,188,189,7.18261,0.01
894,167,168,6.47475,0.01
895,161,162,4.39553,0.01
896,170,171,3.43014,0.01
897,208,209,3.76137,0.01
898,334,335,3.36887,0.01
899,202,203,4.81741,0.01
900,196,197,5.53652,0.01
901,200,201,4.80311,0.01
902,229,230,4.9402,0.01
903,225,226,3.75737,0.01
904,276,277,2.70314,0.01
905,240,241,3.84439,0.01
906,267,268,2.64913,0.01
907,332,333,2.78621,0.01
908,441,442,1.72555,0.01
909,500,500,2.4767,0.01
910,288,289,2.1619,0.01
911,17,18,0.693206,0.01
912,500,500,3.31959,0.01
913,500,500,3.61707,0.01
914,20,21,9.01063,0.01
915,500,500,2.92998,0.01
916,500,500,2.85717,0.01
917,500,500,7.10735,0.01
918,500,500,7.46718,0.01
919,12,13,15.2153,0.01
920,500,500,5.39663,0.01
921,500,500,5.8628,0.01
922,500,500,8.57099,0.01
923,500,500,6.95678,0.01
924,500,500,6.19319,0.01
925,500,500,7.21766,0.01
926,447,448,6.27794,0.01
927,182,183,9.23472,0.01
928,168,169,5.4968,0.01
929,500,500,9.3273,0.01
930,263,264,11.1221,0.01
931,303,304,14.818,0.01
932,391,392,8.10233,0.01
933,58,59,6.16975,0.01
934,123,124,12.6663,0.01
935,500,500,10.8576,0.01
936,61,62,7.67729,0.01
937,435,436,7.42502,0.01
938,280,281,9.74292,0.01
939,15,16,8.2602,0.01
940,223,224,12.3239,0.01
941,58,59,8.4308,0.01
942,344,345,12.4178,0.01
943,105,106,13.649,0.01
944,65,66,3.10378,0.01
945,76,77,18.4551,0.01
946,245,246,13.3979,0.01
947,240,241,17.001,0.01
948,68,69,12.4638,0.01
949,42,43,13.2985,0.01
950,208,209,19.7452,0.01
951,75,76,15.9005,0.01
952,203,204,10.2398,0.01
953,24,25,9.01925,0.01
954,112,113,14.6668,0.01
955,201,202,17.5821,0.01
956,162,163,11.9869,0.01
957,62,63,6.29226,0.01
958,457,458,14.7273,0.01
959,321,322,18.4824,0.01
960,173,174,12.2235,0.01
961,452,453,10.7467,0.01
962,132,133,16.4615,0.01
963,121,122,11.2367,0.01
964,91,92,17.3932,0.01
965,153,154,18.5439,0.01
966,181,182,11.9444,0.01
967,94,95,9.01973,0.01
968,155,156,29.6551,0.01
969,151,152,11.2615,0.01
970,36,37,42.5268,0.01
971,188,189,23.5968,0.01
972,55,56,13.3691,0.01
973,500,500,16.4909,0.01
974,108,109,13.176,0.01
975,125,126,24.9705,0.01
976,500,500,17.6348,0.01
977,500,500,21.6532,0.01
978,33,34,11.8561,0.01
979,500,500,18.9245,0.01
980,269,270,19.1484,0.01
981,30,31,31.8278,0.01
982,401,402,20.3763,0.01
983,47,48,25.0747,0.01
984,57,58,25.5284,0.01
985,240,241,19.8249,0.01
986,55,56,25.1889,0.01
987,47,48,13.6814,0.01
988,27,28,13.2,0.01
989,88,89,20.8309,0.01
990,327,328,24.2015,0.01
991,33,34,12.2619,0.01
992,346,347,22.4429,0.01
993,500,500,21.846,0.01
994,473,474,23.201,0.01
995,500,500,18.8655,0.01
996,500,500,20.098,0.01
997,500,500,18.5497,0.01
998,500,500,20.2541,0.01
999,500,500,21.0769,0.01
1000,500,500,21.002,0.01
