episode,reward,length,loss,epsilon
894,186,187,4.47128,0.01
895,274,275,8.07847,0.01
896,194,195,4.67523,0.01
897,192,193,6.11231,0.01
898,206,207,6.35853,0.01
899,194,195,4.16589,0.01
900,141,142,8.05737,0.01
901,232,233,10.4721,0.01
902,141,142,10.5446,0.01
903,166,167,9.11647,0.01
904,157,158,7.04189,0.01
905,109,110,11.6918,0.01
906,127,128,7.41525,0.01
907,328,329,7.54945,0.01
908,114,115,14.6196,0.01
909,81,82,9.75326,0.01
910,19,20,1.49541,0.01
911,113,114,12.1943,0.01
912,108,109,9.81485,0.01
913,16,17,0.297907,0.01
914,15,16,2.26388,0.01
915,124,125,6.4365,0.01
916,402,403,11.8152,0.01
917,21,22,3.26283,0.01
918,141,142,8.34102,0.01
919,124,125,11.6151,0.01
920,42,43,8.44737,0.01
921,13,14,2.48982,0.01
922,145,146,9.36455,0.01
923,140,141,9.6021,0.01
924,171,172,10.3146,0.01
925,175,176,12.0032,0.01
926,51,52,6.93923,0.01
927,262,263,9.91109,0.01
928,132,133,10.4133,0.01
929,158,159,7.80467,0.01
930,124,125,9.91301,0.01
931,500,500,8.18785,0.01
932,52,53,12.7111,0.01
933,105,106,11.4193,0.01
934,157,158,10.8356,0.01
935,128,129,10.2166,0.01
936,383,384,11.4141,0.01
937,152,153,10.805,0.01
938,162,163,6.83274,0.01
939,131,132,11.1112,0.01
940,167,168,9.24135,0.01
941,178,179,6.76102,0.01
942,500,500,8.23411,0.01
943,55,56,8.0443,0.01
944,124,125,11.1344,0.01
945,500,500,9.53213,0.01
946,123,124,20.4642,0.01
947,187,188,9.51259,0.01
948,141,142,8.9108,0.01
949,142,143,9.01727,0.01
950,211,212,15.3077,0.01
951,200,201,7.62122,0.01
952,500,500,8.32568,0.01
953,171,172,7.38761,0.01
954,151,152,9.39659,0.01
955,342,343,10.191,0.01
956,213,214,5.53,0.01
957,193,194,3.96771,0.01
958,203,204,12.5212,0.01
959,159,160,11.9884,0.01
960,137,138,13.1662,0.01
961,150,151,9.55133,0.01
962,132,133,7.16556,0.01
963,500,500,8.82427,0.01
964,500,500,7.77948,0.01
965,173,174,4.56367,0.01
966,398,399,9.82343,0.01
967,258,259,8.64756,0.01
968,307,308,10.4127,0.01
969,354,355,11.9439,0.01
970,167,168,10.4045,0.01
971,326,327,8.23706,0.01
972,272,273,8.6687,0.01
973,201,202,5.36091,0.01
974,160,161,9.38677,0.01
975,202,203,6.23668,0.01
976,198,199,8.70285,0.01
977,185,186,8.26263,0.01
978,165,166,13.0448,0.01
979,221,222,6.31156,0.01
980,250,251,9.31184,0.01
981,329,330,9.82615,0.01
982,203,204,7.22343,0.01
983,155,156,10.4406,0.01
984,261,262,6.64418,0.01
985,247,248,9.88888,0.01
986,170,171,9.16086,0.01
987,250,251,6.13556,0.01
988,161,162,12.4312,0.01
989,228,229,14.2084,0.01
990,274,275,11.6322,0.01
991,216,217,8.70929,0.01
992,194,195,9.50184,0.01
993,235,236,11.8743,0.01
994,191,192,12.9246,0.01
995,211,212,10.0783,0.01
996,157,158,7.15123,0.01
997,298,299,6.33295,0.01
998,163,164,5.13481,0.01
999,343,344,9.52716,0.01
1000,211,212,8.27766,0.01
